event_id,source_id,fold
stead_event_01265,uw61177076,4
stead_event_01266,uw61164022,2
stead_event_01267,uw61277347,5
stead_event_01269,uw10830913,4
stead_event_01271,uw61064897,4
stead_event_01272,uw61065077,4
stead_event_01273,uw61071527,1
stead_event_01274,uw61131801,5
stead_event_01275,uw61252011,5
stead_event_01277,uw61249541,3
stead_event_01279,uw60751592,4
stead_event_01285,uw61201996,5
stead_event_01286,uw10750558,1
stead_event_01287,uw10809533,1
stead_event_01289,uw61045737,3
stead_event_01291,nc72167466,5
stead_event_01292,nc72177716,3
stead_event_01293,nc71476121,4
stead_event_01294,nc71530910,4
stead_event_01295,nc71950590,1
stead_event_01296,nc71964210,3
stead_event_01297,nc72290226,3
stead_event_01298,nc72642911,5
stead_event_01299,nc72942986,3
stead_event_01300,nc73029041,2
stead_event_01302,nc73049016,5
stead_event_01303,nc71455710,5
stead_event_01304,nc71463250,4
stead_event_01305,nc71487881,5
stead_event_01306,nc71497375,3
stead_event_01307,nc71506050,2
stead_event_01308,nc71513675,2
stead_event_01309,nc71521456,5
stead_event_01310,nc71524651,4
stead_event_01313,nc71569805,1
stead_event_01314,nc71600060,1
stead_event_01315,nc71625660,4
stead_event_01316,nc71629310,2
stead_event_01318,nc71655146,4
stead_event_01319,nc71670486,5
stead_event_01320,nc71679960,5
stead_event_01322,nc71686351,2
stead_event_01323,nc71688531,1
stead_event_01324,nc71690066,4
stead_event_01325,nc71059829,3
stead_event_01326,nc71767985,1
stead_event_01327,nc71819331,5
stead_event_01328,nc71824371,5
stead_event_01329,nc71834935,4
stead_event_01330,nc71842080,4
stead_event_01331,nc71842255,1
stead_event_01332,nc71842260,2
stead_event_01333,nc71842265,4
stead_event_01335,nc71844190,5
stead_event_01336,nc71862850,5
stead_event_01337,nc71873640,1
stead_event_01338,nc71070964,3
stead_event_01340,nc71912466,3
stead_event_01342,nc71917121,1
stead_event_01343,nc71922416,2
stead_event_01348,nc71994061,5
stead_event_01350,nc72015675,2
stead_event_01351,nc72015675,2
stead_event_01353,nc72030050,5
stead_event_01355,nc72043591,3
stead_event_01356,nc72052076,2
stead_event_01357,nc72052081,2
stead_event_01359,nc72080926,4
stead_event_01360,nc72095731,4
stead_event_01361,nc72112575,4
stead_event_01362,nc72154536,3
stead_event_01364,nc72183141,1
stead_event_01366,nc72216621,2
stead_event_01367,nc72235726,1
stead_event_01369,nc72273535,1
stead_event_01370,nc72277936,4
stead_event_01371,nc72290776,1
stead_event_01373,nc71089654,4
stead_event_01376,nc72400035,3
stead_event_01377,nc72400795,2
stead_event_01378,nc72412890,4
stead_event_01379,nc72420455,1
stead_event_01380,nc72424851,2
stead_event_01381,nc72431840,2
stead_event_01382,nc72446441,3
stead_event_01386,nc72460326,5
stead_event_01387,nc72479956,1
stead_event_01388,nc72511666,1
stead_event_01390,nc72556006,2
stead_event_01392,nc72608365,2
stead_event_01393,nc72648536,4
stead_event_01395,nc72735750,3
stead_event_01398,nc72846946,2
stead_event_01399,nc72911846,4
stead_event_01400,nc72913751,1
stead_event_01402,nc72954520,4
stead_event_01403,nc72977676,3
stead_event_01404,nc72989431,1
stead_event_01406,nc73039736,3
stead_event_01409,nc73042261,3
stead_event_01410,nc73047316,1
stead_event_01412,nc71457465,1
stead_event_01414,nc71460550,5
stead_event_01415,nc71463845,3
stead_event_01417,nc71477881,1
stead_event_01418,nc71480081,3
stead_event_01419,nc71482146,5
stead_event_01420,nc71486445,1
stead_event_01421,nc71487220,5
stead_event_01422,nc71495165,2
stead_event_01424,nc71497360,4
stead_event_01425,nc71497405,1
stead_event_01426,nc71497435,5
stead_event_01428,nc71506075,4
stead_event_01430,nc71507245,2
stead_event_01431,nc71511585,3
stead_event_01432,nc71514685,2
stead_event_01433,nc71522971,2
stead_event_01434,nc71528536,1
stead_event_01435,nc71526990,5
stead_event_01437,nc71528050,1
stead_event_01438,nc71528940,1
stead_event_01439,nc71538521,1
stead_event_01441,nc71544546,5
stead_event_01442,nc71541725,1
stead_event_01443,nc71545190,2
stead_event_01445,nc71556856,4
stead_event_01446,nc71562131,4
stead_event_01449,nc71569640,1
stead_event_01451,nc71575830,4
stead_event_01452,nc71581535,2
stead_event_01453,nc71593390,4
stead_event_01454,nc71595940,1
stead_event_01455,nc71596070,4
stead_event_01457,nc71597265,5
stead_event_01458,nc71603640,3
stead_event_01459,nc71603720,5
stead_event_01461,nc71610130,2
stead_event_01462,nc71611245,5
stead_event_01463,nc71612135,4
stead_event_01464,nc71630315,4
stead_event_01467,nc71653826,3
stead_event_01469,nc71679881,4
stead_event_01471,nc71692236,4
stead_event_01472,nc71715101,1
stead_event_01473,nc71715241,3
stead_event_01474,nc71718061,5
stead_event_01475,nc71718216,5
stead_event_01476,nc71718681,2
stead_event_01477,nc71719986,1
stead_event_01479,nc71736846,4
stead_event_01480,nc71741796,5
stead_event_01482,nc71744395,3
stead_event_01483,nc71764135,5
stead_event_01484,nc71767465,3
stead_event_01486,nc71778655,1
stead_event_01487,nc71784301,3
stead_event_01490,nc71788691,2
stead_event_01491,nc71792426,4
stead_event_01492,nc71793906,4
stead_event_01494,nc71818981,4
stead_event_01495,nc71823611,3
stead_event_01497,nc71826396,1
stead_event_01498,nc71827226,3
stead_event_01499,nc71829596,2
stead_event_01500,nc71835381,5
stead_event_01501,nc71837896,5
stead_event_01502,nc71837916,1
stead_event_01503,nc71836865,2
stead_event_01504,nc71838080,1
stead_event_01506,nc71839590,1
stead_event_01508,nc71854255,5
stead_event_01511,nc71864520,5
stead_event_01514,nc71902606,1
stead_event_01515,nc71903011,1
stead_event_01516,nc71904691,1
stead_event_01520,nc71907506,5
stead_event_01522,nc71911301,5
stead_event_01523,nc71912736,4
stead_event_01524,nc71912741,5
stead_event_01525,nc71916666,1
stead_event_01526,nc71919551,2
stead_event_01527,nc71921076,3
stead_event_01528,nc71934201,5
stead_event_01529,nc71933195,2
stead_event_01530,nc71937430,1
stead_event_01531,nc71938215,1
stead_event_01532,nc71940295,4
stead_event_01533,nc71952585,5
stead_event_01534,nc71953830,2
stead_event_01535,nc71955825,2
stead_event_01536,nc71957055,1
stead_event_01537,nc71960380,1
stead_event_01538,nc71961400,5
stead_event_01539,nc71962080,3
stead_event_01541,nc71973570,1
stead_event_01542,nc71980360,2
stead_event_01543,nc71980370,2
stead_event_01544,nc71980445,1
stead_event_01545,nc71980540,2
stead_event_01546,nc71984346,2
stead_event_01547,nc71984396,3
stead_event_01548,nc71989311,3
stead_event_01549,nc71992936,1
stead_event_01554,nc72004665,3
stead_event_01555,nc72008265,4
stead_event_01556,nc72008505,1
stead_event_01557,nc72015000,4
stead_event_01559,nc72016680,4
stead_event_01561,nc72023910,2
stead_event_01563,nc72033215,2
stead_event_01564,nc72036165,5
stead_event_01565,nc72043341,5
stead_event_01566,nc72047201,1
stead_event_01567,nc72049701,3
stead_event_01568,nc72052066,3
stead_event_01570,nc72056176,3
stead_event_01571,nc72066376,3
stead_event_01572,nc72068821,4
stead_event_01574,nc72083451,2
stead_event_01575,nc72085036,1
stead_event_01576,nc72085066,3
stead_event_01577,nc72086881,3
stead_event_01578,nc72090371,4
stead_event_01579,nc72093361,3
stead_event_01580,nc72095376,1
stead_event_01582,nc72101366,5
stead_event_01583,nc72108041,3
stead_event_01584,nc72108751,2
stead_event_01586,nc72110540,1
stead_event_01588,nc72121430,5
stead_event_01589,nc72127186,3
stead_event_01590,nc72132331,2
stead_event_01592,nc72144950,5
stead_event_01595,nc72178301,4
stead_event_01596,nc72181116,5
stead_event_01597,nc72185721,1
stead_event_01598,nc72186071,3
stead_event_01601,nc72185280,1
stead_event_01602,nc72185375,5
stead_event_01604,nc72188805,3
stead_event_01606,nc72194140,5
stead_event_01607,nc72194160,2
stead_event_01608,nc72196150,4
stead_event_01609,nc72196165,2
stead_event_01610,nc72201890,1
stead_event_01611,nc72202190,3
stead_event_01612,nc72203395,5
stead_event_01615,nc72220436,3
stead_event_01616,nc72224126,1
stead_event_01617,nc72227681,4
stead_event_01618,nc72231216,5
stead_event_01619,nc72231246,1
stead_event_01620,nc72231251,5
stead_event_01621,nc72231276,5
stead_event_01622,nc72231281,4
stead_event_01623,nc72231286,4
stead_event_01624,nc72231401,4
stead_event_01626,nc72232776,1
stead_event_01627,nc72232836,2
stead_event_01628,nc72241846,3
stead_event_01629,nc72243581,5
stead_event_01631,nc72249866,3
stead_event_01633,nc72279921,5
stead_event_01634,nc72284771,5
stead_event_01636,nc72289736,3
stead_event_01637,nc72291601,1
stead_event_01638,nc72291606,3
stead_event_01639,nc72294396,3
stead_event_01641,nc72299376,3
stead_event_01642,nc72302116,3
stead_event_01643,nc72305651,3
stead_event_01644,nc72320531,1
stead_event_01645,nc72327691,2
stead_event_01646,nc71087474,3
stead_event_01647,nc72332081,2
stead_event_01649,nc72334426,1
stead_event_01650,nc72336366,4
stead_event_01652,nc72338970,5
stead_event_01653,nc72348061,1
stead_event_01654,nc72354921,2
stead_event_01655,nc72355376,5
stead_event_01656,nc72358511,5
stead_event_01658,nc72373026,2
stead_event_01659,nc72375616,3
stead_event_01661,nc72380931,4
stead_event_01662,nc72385936,2
stead_event_01663,nc72385946,1
stead_event_01665,nc72387966,4
stead_event_01666,nc72388041,3
stead_event_01667,nc72388121,1
stead_event_01668,nc72388151,5
stead_event_01669,nc72388186,3
stead_event_01670,nc72388221,1
stead_event_01672,nc72389386,4
stead_event_01673,nc72389466,4
stead_event_01676,nc72391036,1
stead_event_01677,nc72391616,1
stead_event_01678,nc72393411,2
stead_event_01681,nc72400020,4
stead_event_01683,nc72405900,2
stead_event_01684,nc72416170,1
stead_event_01685,nc72424031,1
stead_event_01687,nc72439555,3
stead_event_01691,nc72448611,2
stead_event_01692,nc72451096,5
stead_event_01693,nc72454956,4
stead_event_01694,nc72455226,2
stead_event_01695,nc72465131,4
stead_event_01697,nc72468076,1
stead_event_01698,nc72468136,5
stead_event_01699,nc72469386,3
stead_event_01700,nc72470121,2
stead_event_01701,nc72473161,2
stead_event_01702,nc72480061,4
stead_event_01704,nc72504226,4
stead_event_01707,nc72516481,5
stead_event_01709,nc72523271,3
stead_event_01711,nc72531161,1
stead_event_01716,nc72567001,5
stead_event_01717,nc72568931,2
stead_event_01718,nc72571006,4
stead_event_01719,nc72571026,2
stead_event_01720,nc72571116,4
stead_event_01721,nc72571561,5
stead_event_01723,nc72577311,2
stead_event_01725,nc72584286,4
stead_event_01728,nc72613045,1
stead_event_01729,nc72613385,1
stead_event_01731,nc72630600,5
stead_event_01732,nc72637855,1
stead_event_01733,nc72638940,4
stead_event_01734,nc72647211,1
stead_event_01735,nc72653071,5
stead_event_01736,nc72660346,1
stead_event_01737,nc72665721,5
stead_event_01738,nc72686286,1
stead_event_01740,nc72707316,3
stead_event_01742,nc72714791,2
stead_event_01743,nc72716216,3
stead_event_01744,nc72716920,3
stead_event_01745,nc72718125,5
stead_event_01746,nc72718860,1
stead_event_01747,nc72727755,4
stead_event_01748,nc72731440,4
stead_event_01749,nc72734235,4
stead_event_01750,nc72736540,4
stead_event_01751,nc72739240,2
stead_event_01752,nc72747845,1
stead_event_01754,nc72769086,4
stead_event_01755,nc72769836,2
stead_event_01757,nc72770921,3
stead_event_01758,nc72771441,4
stead_event_01760,nc72782466,5
stead_event_01761,nc72784031,4
stead_event_01762,nc72785826,2
stead_event_01763,nc72790391,3
stead_event_01764,nc72790431,2
stead_event_01765,nc72791906,3
stead_event_01766,nc72793316,1
stead_event_01767,nc72795731,4
stead_event_01770,nc72804626,4
stead_event_01771,nc72806621,1
stead_event_01772,nc72813946,2
stead_event_01773,nc72828621,3
stead_event_01774,nc72836821,3
stead_event_01775,nc72838696,3
stead_event_01777,nc72842576,3
stead_event_01778,nc72869185,4
stead_event_01779,nc72884670,5
stead_event_01780,nc72885315,3
stead_event_01784,nc73029961,4
stead_event_01785,nc73031636,4
stead_event_01786,nc73040901,5
stead_event_01787,nc73047081,1
stead_event_01788,nc73055656,4
stead_event_01790,nc73063081,2
stead_event_01792,nc71480081,3
stead_event_01793,nc71487791,5
stead_event_01795,nc71522971,2
stead_event_01796,nc71526990,5
stead_event_01801,nc71587015,3
stead_event_01802,nc71587020,2
stead_event_01803,nc71593390,4
stead_event_01804,nc71596070,4
stead_event_01805,nc71610130,2
stead_event_01807,nc71741796,5
stead_event_01809,nc71784301,3
stead_event_01810,nc71788691,2
stead_event_01811,nc71812271,3
stead_event_01812,nc71818981,4
stead_event_01813,nc71823611,3
stead_event_01817,nc71903011,1
stead_event_01819,nc71952585,5
stead_event_01823,nc72016680,4
stead_event_01824,nc72052066,3
stead_event_01825,nc72052071,5
stead_event_01826,nc72052076,2
stead_event_01827,nc72052081,2
stead_event_01828,nc72055346,4
stead_event_01829,nc72056956,4
stead_event_01830,nc72066376,3
stead_event_01833,nc72108751,2
stead_event_01834,nc72147535,2
stead_event_01836,nc72183141,1
stead_event_01839,nc72241846,3
stead_event_01841,nc72291601,1
stead_event_01842,nc72291606,3
stead_event_01843,nc72294396,3
stead_event_01845,nc72302116,3
stead_event_01847,nc72358511,5
stead_event_01849,nc72366066,3
stead_event_01850,nc72380931,4
stead_event_01851,nc72385936,2
stead_event_01852,nc72385946,1
stead_event_01853,nc72386106,5
stead_event_01854,nc72388021,5
stead_event_01855,nc72388151,5
stead_event_01857,nc72389466,4
stead_event_01859,nc72400020,4
stead_event_01860,nc72405900,2
stead_event_01861,nc72419965,2
stead_event_01862,nc72424031,1
stead_event_01866,nc72447206,2
stead_event_01867,nc72454956,4
stead_event_01868,nc72468136,5
stead_event_01870,nc72504226,4
stead_event_01874,nc72613385,1
stead_event_01875,nc72684751,1
stead_event_01876,nc72685166,2
stead_event_01877,nc72703011,1
stead_event_01878,nc72718125,5
stead_event_01879,nc72727755,4
stead_event_01880,nc72731440,4
stead_event_01881,nc72736540,4
stead_event_01883,nc72790391,3
stead_event_01885,nc72836821,3
stead_event_01886,nc72869185,4
stead_event_01892,nc73063081,2
stead_event_01893,nc71458710,2
stead_event_01894,nc71458915,2
stead_event_01895,nc71460295,3
stead_event_01896,nc71481066,1
stead_event_01898,nc71487881,5
stead_event_01899,nc71487790,2
stead_event_01901,nc71514120,2
stead_event_01902,nc71526491,4
stead_event_01903,nc71526696,3
stead_event_01905,nc71566310,1
stead_event_01906,nc71570820,3
stead_event_01907,nc71593615,5
stead_event_01908,nc71625040,4
stead_event_01909,nc71625055,4
stead_event_01911,nc71764085,2
stead_event_01912,nc71803945,1
stead_event_01913,nc71859105,4
stead_event_01914,nc71889966,4
stead_event_01916,nc71914506,4
stead_event_01917,nc71917146,3
stead_event_01918,nc71919066,4
stead_event_01921,nc71951585,1
stead_event_01922,nc71971355,5
stead_event_01923,nc71974690,2
stead_event_01925,nc71992981,1
stead_event_01926,nc71993821,1
stead_event_01927,nc71994711,3
stead_event_01928,nc71995896,4
stead_event_01929,nc72010570,4
stead_event_01931,nc72061396,2
stead_event_01932,nc72061721,1
stead_event_01933,nc72061781,4
stead_event_01935,nc72070661,3
stead_event_01937,nc72075915,2
stead_event_01938,nc72184761,4
stead_event_01939,nc72203345,3
stead_event_01940,nc72215241,2
stead_event_01941,nc72229121,5
stead_event_01943,nc72277811,3
stead_event_01944,nc72289706,3
stead_event_01946,nc72327816,2
stead_event_01949,nc72349376,1
stead_event_01951,nc72354456,5
stead_event_01952,nc72430041,4
stead_event_01955,nc72439685,1
stead_event_01956,nc72444376,3
stead_event_01957,nc72444571,3
stead_event_01959,nc72450541,3
stead_event_01960,nc72450901,4
stead_event_01961,nc72450916,1
stead_event_01962,nc72452456,3
stead_event_01963,nc72498041,2
stead_event_01965,nc72505136,5
stead_event_01966,nc72542185,5
stead_event_01967,nc72595535,4
stead_event_01969,nc72669831,2
stead_event_01970,nc72719560,4
stead_event_01975,nc72844676,2
stead_event_01977,nc72879325,5
stead_event_01981,nc72969156,1
stead_event_01982,nc72976731,3
stead_event_01983,nc73037661,3
stead_event_01986,nc71582645,3
stead_event_01987,nc71589840,5
stead_event_01988,nc71591390,5
stead_event_01991,nc71625625,1
stead_event_01992,nc71625650,3
stead_event_01995,nc71679766,4
stead_event_01996,nc71692116,2
stead_event_01997,nc71696180,3
stead_event_01998,nc71716505,3
stead_event_01999,nc71746031,1
stead_event_02000,nc71746771,1
stead_event_02002,nc71758020,5
stead_event_02004,nc71758730,3
stead_event_02005,nc71772680,1
stead_event_02006,nc71791356,2
stead_event_02007,nc71801701,5
stead_event_02010,nc71829981,5
stead_event_02011,nc71837961,4
stead_event_02013,nc71863550,2
stead_event_02014,nc71874570,5
stead_event_02016,nc71976170,3
stead_event_02017,nc71986486,1
stead_event_02018,nc72014065,5
stead_event_02020,nc72185386,3
stead_event_02021,nc72188576,4
stead_event_02023,nc72230951,4
stead_event_02025,nc72248955,1
stead_event_02027,nc72280301,3
stead_event_02028,nc72284946,1
stead_event_02029,nc72357511,3
stead_event_02030,nc72403955,4
stead_event_02033,nc72435520,2
stead_event_02034,nc72436245,4
stead_event_02037,nc72455376,2
stead_event_02038,nc72462611,2
stead_event_02039,nc72496411,2
stead_event_02040,nc72507401,1
stead_event_02041,nc72507411,2
stead_event_02042,nc72507421,4
stead_event_02043,nc72513531,1
stead_event_02045,nc72540400,1
stead_event_02046,nc72540405,5
stead_event_02047,nc72555091,3
stead_event_02048,nc72612545,2
stead_event_02049,nc72618485,2
stead_event_02050,nc72622415,4
stead_event_02051,nc72631015,4
stead_event_02052,nc72632930,5
stead_event_02053,nc72652676,5
stead_event_02054,nc72669425,4
stead_event_02056,nc72693116,1
stead_event_02058,nc72699611,3
stead_event_02059,nc72699616,5
stead_event_02060,nc72701106,2
stead_event_02061,nc72714026,3
stead_event_02065,nc72733320,3
stead_event_02066,nc72736120,1
stead_event_02067,nc72750825,2
stead_event_02068,nc72755900,1
stead_event_02069,nc72759635,5
stead_event_02070,nc72765361,4
stead_event_02071,nc72807281,5
stead_event_02072,nc72820466,4
stead_event_02076,nc72868675,5
stead_event_02077,nc72878365,1
stead_event_02078,nc72880950,3
stead_event_02080,nc72902346,3
stead_event_02081,nc72906151,4
stead_event_02083,nc72970126,2
stead_event_02084,nc73005911,3
stead_event_02085,nc71623230,1
stead_event_02086,nc71723000,3
stead_event_02087,nc72266751,4
stead_event_02088,nc72875195,2
stead_event_02089,nc71456840,1
stead_event_02090,nc71457155,5
stead_event_02092,nc71457630,3
stead_event_02093,nc71466605,1
stead_event_02094,nc71467895,5
stead_event_02096,nc71478226,1
stead_event_02097,nc71509290,2
stead_event_02100,nc71509355,5
stead_event_02102,nc71510425,1
stead_event_02103,nc71512660,2
stead_event_02104,nc71513080,2
stead_event_02105,nc71513130,3
stead_event_02107,nc71537451,3
stead_event_02108,nc71540171,5
stead_event_02111,nc71542980,3
stead_event_02112,nc71543305,2
stead_event_02113,nc71545995,3
stead_event_02115,nc71568931,1
stead_event_02117,nc71584505,1
stead_event_02118,nc71587975,5
stead_event_02119,nc71591380,4
stead_event_02120,nc71593465,4
stead_event_02121,nc71593940,4
stead_event_02123,nc71610355,1
stead_event_02124,nc71669106,4
stead_event_02126,nc71684661,5
stead_event_02128,nc71717621,1
stead_event_02129,nc71727130,2
stead_event_02130,nc71737981,5
stead_event_02131,nc71747170,5
stead_event_02133,nc71793391,2
stead_event_02134,nc71798076,5
stead_event_02135,nc71801671,4
stead_event_02136,nc71805301,5
stead_event_02138,nc71821391,3
stead_event_02139,nc71832301,1
stead_event_02141,nc71837656,2
stead_event_02143,nc71858895,1
stead_event_02144,nc71874310,2
stead_event_02145,nc71874555,4
stead_event_02148,nc71874990,5
stead_event_02149,nc71885706,2
stead_event_02150,nc71889206,1
stead_event_02151,nc71890116,2
stead_event_02152,nc71907591,2
stead_event_02154,nc71961040,4
stead_event_02155,nc71970585,4
stead_event_02156,nc71972670,3
stead_event_02157,nc72016725,2
stead_event_02158,nc72074496,1
stead_event_02159,nc72078131,5
stead_event_02161,nc72087751,4
stead_event_02162,nc72095306,3
stead_event_02163,nc72098286,2
stead_event_02166,nc72103446,1
stead_event_02168,nc72109150,5
stead_event_02169,nc72111145,2
stead_event_02170,nc72121000,4
stead_event_02171,nc72121025,3
stead_event_02172,nc72121145,2
stead_event_02175,nc72125656,4
stead_event_02176,nc72126351,4
stead_event_02177,nc72129401,2
stead_event_02178,nc72131716,3
stead_event_02179,nc72135751,1
stead_event_02180,nc72143896,5
stead_event_02181,nc72141210,5
stead_event_02183,nc72144000,3
stead_event_02184,nc72146480,1
stead_event_02186,nc72173701,4
stead_event_02187,nc72173706,1
stead_event_02188,nc72187175,2
stead_event_02189,nc72191010,5
stead_event_02191,nc72214036,2
stead_event_02192,nc72223291,3
stead_event_02196,nc72241541,2
stead_event_02197,nc72250091,5
stead_event_02200,nc72270761,5
stead_event_02201,nc72271165,5
stead_event_02202,nc72287686,3
stead_event_02204,nc72303051,5
stead_event_02205,nc72317361,1
stead_event_02206,nc72322386,1
stead_event_02207,nc72333321,3
stead_event_02209,nc72350171,2
stead_event_02212,nc72350246,4
stead_event_02213,nc72350866,4
stead_event_02214,nc72359201,4
stead_event_02216,nc72362926,3
stead_event_02217,nc72365736,2
stead_event_02219,nc72371361,3
stead_event_02221,nc72372756,5
stead_event_02222,nc72374896,2
stead_event_02223,nc72374946,4
stead_event_02225,nc72376771,1
stead_event_02228,nc72393230,3
stead_event_02230,nc72404505,4
stead_event_02231,nc72409880,1
stead_event_02232,nc72413380,4
