event_id,source_id,fold
stead_event_01384,11513931,1
stead_event_01386,12921142,5
stead_event_01387,12921283,3
stead_event_01388,13378156,1
stead_event_01389,13398137,3
stead_event_01390,14767047,3
stead_event_01391,11006261,4
stead_event_01393,13989497,3
stead_event_01394,13562438,4
stead_event_01395,13637306,2
stead_event_01396,14766806,2
stead_event_01397,15609025,3
stead_event_01398,15990247,5
stead_event_01402,ak011gl4levv,4
stead_event_01403,ak0125irhkr9,1
stead_event_01404,601459527,2
stead_event_01405,601459527,2
stead_event_01406,602058468,2
stead_event_01407,602058468,2
stead_event_01410,602954416,3
stead_event_01411,602954416,3
stead_event_01414,604484400,4
stead_event_01415,606918180,2
stead_event_01416,606919017,3
stead_event_01418,605134686,4
stead_event_01419,605597185,2
stead_event_01422,605659505,4
stead_event_01423,607187931,2
stead_event_01424,607187931,2
stead_event_01425,607187931,2
stead_event_01430,603794489,4
stead_event_01431,603794489,4
stead_event_01434,603956739,2
stead_event_01435,603956739,2
stead_event_01436,604014486,3
stead_event_01438,604106471,4
stead_event_01439,604106471,4
stead_event_01440,604107855,2
stead_event_01441,604107855,2
stead_event_01444,604400615,2
stead_event_01445,604400615,2
stead_event_01446,604464838,5
stead_event_01448,605469473,4
stead_event_01449,606745841,4
stead_event_01450,606745841,4
stead_event_01456,ak17134644,4
stead_event_01457,ak17153768,4
stead_event_01459,ak18057488,4
stead_event_01460,ak18393877,5
stead_event_01461,ak18567491,2
stead_event_01463,ak19702124,2
stead_event_01464,ak19967527,4
stead_event_01470,13993375,5
stead_event_01472,17155813,5
stead_event_01474,14629268,1
stead_event_01475,16398544,3
stead_event_01476,16398544,3
stead_event_01479,600671310,2
stead_event_01480,600671310,2
stead_event_01481,600671340,2
stead_event_01482,600671340,2
stead_event_01483,ak012blpm04,1
stead_event_01485,600734618,3
stead_event_01486,600734618,3
stead_event_01487,600319669,3
stead_event_01488,600319669,3
stead_event_01489,ak0121vy2cgb,3
stead_event_01492,ak0124vks9cc,1
stead_event_01494,ak0126j2yrj3,2
stead_event_01497,601475429,1
stead_event_01498,601475429,1
stead_event_01499,ak012ae58vqq,2
stead_event_01500,ak012bcijw1d,2
stead_event_01501,602754703,3
stead_event_01502,603161409,1
stead_event_01503,603161409,1
stead_event_01506,ak10824424,1
stead_event_01507,ak10833442,1
stead_event_01510,16007273,4
stead_event_01511,16398544,3
stead_event_01512,16398544,3
stead_event_01515,ak012e73qoze,4
stead_event_01516,602591125,5
stead_event_01517,602591355,2
stead_event_01518,602591355,2
stead_event_01521,602754703,3
stead_event_01522,603014472,2
stead_event_01523,603014472,2
stead_event_01524,603161409,1
stead_event_01525,603161409,1
stead_event_01529,ak10785942,5
stead_event_01530,603987163,5
stead_event_01531,ak10796480,2
stead_event_01532,603987163,5
stead_event_01533,ak10816937,4
stead_event_01536,ak10875729,4
stead_event_01537,ak10895580,5
stead_event_01540,ak11184848,3
stead_event_01541,604400615,2
stead_event_01542,604400615,2
stead_event_01545,ak17134644,4
stead_event_01546,ak17153768,4
stead_event_01548,ak18057488,4
stead_event_01549,ak18378155,1
stead_event_01550,ak18567491,2
stead_event_01551,ak18740223,3
stead_event_01553,ak19702124,2
stead_event_01554,ak10844368,5
stead_event_01555,603794489,4
stead_event_01556,ak10852714,4
stead_event_01560,603956739,2
stead_event_01561,603956739,2
stead_event_01562,604014486,3
stead_event_01565,ak11166338,2
stead_event_01566,604107855,2
stead_event_01567,604107855,2
stead_event_01568,ak11184586,5
stead_event_01569,604400615,2
stead_event_01570,604400615,2
stead_event_01571,ak11184848,3
stead_event_01572,604464838,5
stead_event_01573,605469473,4
stead_event_01574,ak16943471,5
stead_event_01576,ak17974472,2
stead_event_01577,ak18378155,1
stead_event_01578,ak18740223,3
stead_event_01579,ak19702124,2
stead_event_01580,ak17974472,2
stead_event_01581,ak18378155,1
stead_event_01582,uw60725606,2
stead_event_01583,uw60725606,2
stead_event_01584,16012717,1
stead_event_01585,16012717,1
stead_event_01586,uw10819223,1
stead_event_01587,606505114,1
stead_event_01588,606505114,1
stead_event_01589,606505114,1
stead_event_01590,606505114,1
stead_event_01591,uw10816778,2
stead_event_01592,608553894,2
stead_event_01593,uw61267487,4
stead_event_01594,uw60952487,3
stead_event_01596,nc71779090,1
stead_event_01597,nc72172016,1
stead_event_01598,nc72768511,3
stead_event_01599,604059721,3
stead_event_01600,nc71788691,2
stead_event_01601,nc71789946,3
stead_event_01603,nc71795776,5
stead_event_01605,nc71815591,3
stead_event_01607,nc71831291,3
stead_event_01608,nc71837016,1
stead_event_01609,nc71838070,5
stead_event_01612,nc71842080,5
stead_event_01613,nc71842255,1
stead_event_01615,nc71845790,3
stead_event_01616,nc71846085,1
stead_event_01617,nc71858955,1
stead_event_01618,nc71865635,1
stead_event_01619,nc71898316,4
stead_event_01621,nc71907836,3
stead_event_01622,nc71912466,4
stead_event_01623,nc71917146,2
stead_event_01628,nc71946770,5
stead_event_01629,nc71952505,1
stead_event_01630,nc71960855,3
stead_event_01631,nc71962080,2
stead_event_01632,nc71967375,1
stead_event_01633,nc71968695,2
stead_event_01635,nc71979765,4
stead_event_01639,nc71980445,4
stead_event_01640,nc71980540,5
stead_event_01641,nc71992936,4
stead_event_01643,nc71993701,2
stead_event_01644,nc71994086,3
stead_event_01646,nc72015675,3
stead_event_01647,nc72015675,3
stead_event_01648,nc72018865,5
stead_event_01649,nc72021855,5
stead_event_01651,nc72036165,4
stead_event_01653,nc72046966,5
stead_event_01655,nc72054076,4
stead_event_01656,nc72055081,4
stead_event_01658,nc72063471,1
stead_event_01660,nc72070096,1
stead_event_01661,nc72076146,3
stead_event_01662,nc72080926,2
stead_event_01663,nc72083511,1
stead_event_01664,nc72083516,1
stead_event_01665,nc72090371,5
stead_event_01666,nc72095851,1
stead_event_01667,nc72096591,1
stead_event_01668,nc72099381,2
stead_event_01671,nc72109551,1
stead_event_01673,nc72109965,5
stead_event_01674,nc72114295,5
stead_event_01678,nc72144950,2
stead_event_01680,nc72157001,4
stead_event_01681,nc72172021,5
stead_event_01682,nc72181116,3
stead_event_01683,nc72181796,1
stead_event_01684,nc72185936,2
stead_event_01685,nc72187681,5
stead_event_01686,nc72187866,3
stead_event_01687,nc72188301,4
stead_event_01688,nc72188586,5
stead_event_01689,nc72185210,1
stead_event_01690,nc72189495,3
stead_event_01691,nc72190295,1
stead_event_01692,nc72202190,2
stead_event_01694,nc72499496,1
stead_event_01696,nc71772655,4
stead_event_01697,nc71778655,3
stead_event_01698,nc71783871,2
stead_event_01699,nc71784316,3
stead_event_01700,nc71788691,2
stead_event_01702,nc71793886,3
stead_event_01704,nc71799186,4
stead_event_01705,nc71800371,4
stead_event_01706,nc71815591,3
stead_event_01708,nc71822636,2
stead_event_01710,nc71831291,3
stead_event_01711,nc71832046,1
stead_event_01712,nc71837896,1
stead_event_01715,nc71842255,1
stead_event_01717,nc71845805,2
stead_event_01719,nc71865635,1
stead_event_01720,nc71890486,1
stead_event_01721,nc71898316,4
stead_event_01722,nc71898326,2
stead_event_01723,nc71899071,1
stead_event_01724,nc71903411,3
stead_event_01726,nc71917146,2
stead_event_01727,nc71918476,4
stead_event_01729,nc71921091,1
stead_event_01733,nc71942075,3
stead_event_01734,nc71947725,4
stead_event_01735,nc71947735,3
stead_event_01736,nc71952505,1
stead_event_01737,nc71957995,2
stead_event_01738,nc71960855,3
stead_event_01739,nc71962080,2
stead_event_01740,nc71967375,1
stead_event_01741,nc71968695,2
stead_event_01743,nc71976060,5
stead_event_01746,nc71980445,4
stead_event_01747,nc71980540,5
stead_event_01750,nc71989571,2
stead_event_01751,nc71992936,4
stead_event_01752,nc71993641,3
stead_event_01754,nc71993701,2
stead_event_01755,nc71994086,3
stead_event_01757,nc72004760,1
stead_event_01758,nc72007890,1
stead_event_01760,nc72017985,1
stead_event_01761,nc72021855,5
stead_event_01763,nc72029540,1
stead_event_01764,nc72029540,1
stead_event_01765,nc72036165,4
stead_event_01768,nc72046966,5
stead_event_01769,nc72049236,1
stead_event_01770,nc72052066,3
stead_event_01771,nc72054076,4
stead_event_01772,nc72055081,4
stead_event_01774,nc72059836,1
stead_event_01776,nc72063471,1
stead_event_01778,nc72075946,1
stead_event_01779,nc72080926,2
stead_event_01780,nc72090371,5
stead_event_01781,nc72095851,1
stead_event_01782,nc72096591,1
stead_event_01783,nc72099381,2
stead_event_01786,nc72107726,5
stead_event_01788,nc72109096,2
stead_event_01789,nc72109551,1
stead_event_01791,nc72114295,5
stead_event_01792,nc72116145,4
stead_event_01793,nc72122005,5
stead_event_01794,nc72122010,2
stead_event_01795,nc72125816,3
stead_event_01801,nc72144950,2
stead_event_01803,nc72157001,4
stead_event_01804,nc72170726,2
stead_event_01805,nc72172021,5
stead_event_01808,nc72177626,3
stead_event_01809,nc72177996,4
stead_event_01811,nc72181116,3
stead_event_01812,nc72181141,3
stead_event_01813,nc72181796,1
stead_event_01814,nc72185141,2
stead_event_01815,nc72185936,2
stead_event_01816,nc72187661,3
stead_event_01817,nc72187681,5
stead_event_01818,nc72187796,4
stead_event_01819,nc72187796,4
stead_event_01820,nc72187831,4
stead_event_01821,nc72187851,3
stead_event_01822,nc72187866,3
stead_event_01823,nc72188301,4
stead_event_01824,nc72188586,5
stead_event_01825,nc72185210,1
stead_event_01826,nc72187995,5
stead_event_01827,nc72189095,4
stead_event_01828,nc72190295,1
stead_event_01829,nc72202190,2
stead_event_01832,nc72499496,1
stead_event_01834,nc72667156,2
stead_event_01835,nc71772655,4
stead_event_01836,nc71788691,2
stead_event_01837,nc71789946,3
stead_event_01842,nc71831291,3
stead_event_01843,nc71832046,1
stead_event_01844,nc71837896,1
stead_event_01845,nc71838070,5
stead_event_01848,nc71842255,1
stead_event_01849,nc71845790,3
stead_event_01850,nc71852850,2
stead_event_01851,nc71858955,1
stead_event_01852,nc71903411,3
stead_event_01853,nc71918476,4
stead_event_01857,nc71942075,3
stead_event_01858,nc71947735,3
stead_event_01859,nc71952505,1
stead_event_01860,nc71957995,2
stead_event_01861,nc71967375,1
stead_event_01862,nc71968695,2
stead_event_01864,nc71976060,5
stead_event_01868,nc71980445,4
stead_event_01870,nc71989571,2
stead_event_01871,nc71992936,4
stead_event_01872,nc71993641,3
stead_event_01874,nc71993701,2
stead_event_01876,nc72004760,1
stead_event_01878,nc72015675,3
stead_event_01879,nc72015675,3
stead_event_01880,nc72018865,5
stead_event_01881,nc72021855,5
stead_event_01883,nc72029540,1
stead_event_01884,nc72029540,1
stead_event_01886,nc72046966,5
stead_event_01887,nc72049236,1
stead_event_01888,nc72052066,3
stead_event_01891,nc72054076,4
stead_event_01892,nc72055081,4
stead_event_01894,nc72059836,1
stead_event_01896,nc72063471,1
stead_event_01898,nc72075946,1
stead_event_01899,nc72080926,2
stead_event_01900,nc72083511,1
stead_event_01901,nc72083516,1
stead_event_01902,nc72090371,5
stead_event_01903,nc72095851,1
stead_event_01904,nc72096591,1
stead_event_01905,nc72099381,2
stead_event_01908,nc72107726,5
stead_event_01910,nc72109096,2
stead_event_01912,nc72109965,5
stead_event_01913,nc72113545,1
stead_event_01914,nc72114295,5
stead_event_01915,nc72116145,4
stead_event_01916,nc72122005,5
stead_event_01917,nc72122010,2
stead_event_01921,nc72140381,3
stead_event_01924,nc72157001,4
stead_event_01925,nc72172021,5
stead_event_01927,nc72177626,3
stead_event_01929,nc72181116,3
stead_event_01930,nc72181141,3
stead_event_01932,nc72185141,2
stead_event_01933,nc72185936,2
stead_event_01934,nc72187661,3
stead_event_01935,nc72187681,5
stead_event_01936,nc72187796,4
stead_event_01937,nc72187831,4
stead_event_01938,nc72187851,3
stead_event_01939,nc72187866,3
stead_event_01940,nc72188301,4
stead_event_01941,nc72188586,5
stead_event_01942,nc72188626,2
stead_event_01943,nc72185210,1
stead_event_01944,nc72190295,1
stead_event_01945,nc72202190,2
stead_event_01947,nc72393471,5
stead_event_01948,nc72499496,1
stead_event_01949,nc72667156,2
stead_event_01951,nc71822636,2
stead_event_01952,nc71842080,5
stead_event_01953,nc71842255,1
stead_event_01956,nc71917146,2
stead_event_01962,nc72018865,5
stead_event_01964,nc72052066,3
stead_event_01967,nc72054076,4
stead_event_01968,nc72055081,4
stead_event_01970,nc72076146,3
stead_event_01971,nc72080926,2
stead_event_01973,nc72144950,2
stead_event_01975,nc72172021,5
stead_event_01977,nc72185936,2
stead_event_01978,nc72189495,3
stead_event_01980,8505844,3
stead_event_01982,nc71654676,3
stead_event_01983,nc71811121,3
stead_event_01984,nc72067531,3
stead_event_01985,nc71603185,5
stead_event_01987,nc71805301,2
stead_event_01988,nc71805701,3
stead_event_01989,nc71811071,4
stead_event_01991,nc71832301,2
stead_event_01993,nc71874555,2
stead_event_01996,nc71916671,2
stead_event_01998,nc71924401,5
stead_event_01999,nc71933366,2
stead_event_02000,nc71935291,1
stead_event_02001,nc71968790,1
stead_event_02003,nc72002511,5
stead_event_02005,nc72016725,1
stead_event_02006,nc72046881,3
stead_event_02007,nc72089726,4
stead_event_02008,nc72090601,4
stead_event_02009,nc72099826,4
stead_event_02010,nc72105586,5
stead_event_02011,nc72113065,2
stead_event_02015,nc72143896,4
stead_event_02016,nc72144000,1
stead_event_02017,nc72173701,5
stead_event_02019,nc72570351,1
stead_event_02022,nc71585170,1
stead_event_02023,nc71652571,3
stead_event_02027,nc71804565,5
stead_event_02028,nc71813076,5
stead_event_02029,nc71832301,2
stead_event_02031,nc71859610,4
stead_event_02032,nc71860050,5
stead_event_02033,nc71871740,4
stead_event_02034,nc71872340,4
stead_event_02035,nc71874555,2
stead_event_02037,nc71889591,3
stead_event_02039,nc71908916,1
stead_event_02040,nc71913836,1
stead_event_02041,nc71914151,5
stead_event_02042,nc71922126,2
stead_event_02044,nc71926601,4
stead_event_02045,nc71929426,1
stead_event_02047,nc71960760,1
stead_event_02048,nc71968790,1
stead_event_02050,nc71972105,4
stead_event_02051,nc71980625,1
stead_event_02052,nc71984641,3
stead_event_02053,nc72002511,5
stead_event_02055,nc72005340,3
stead_event_02058,nc72030500,2
stead_event_02060,nc72046881,3
stead_event_02063,nc72090601,4
stead_event_02064,nc72099826,4
stead_event_02065,nc72101246,5
stead_event_02067,nc72112395,5
stead_event_02069,nc72125676,2
stead_event_02070,nc72128376,1
stead_event_02071,nc72138761,2
stead_event_02073,nc72143896,4
stead_event_02075,nc72160116,4
stead_event_02076,nc72173701,5
stead_event_02078,nc72191880,4
stead_event_02079,nc72291981,4
stead_event_02080,nc72297461,5
stead_event_02081,nc72507256,2
stead_event_02082,nc72556736,3
stead_event_02083,nc72938116,2
stead_event_02084,nc71805301,2
stead_event_02085,nc71805701,3
stead_event_02086,nc71811071,4
stead_event_02087,nc71832301,2
stead_event_02088,nc71860050,5
stead_event_02089,nc71873180,4
stead_event_02090,nc71873265,3
stead_event_02091,nc71897156,5
stead_event_02092,nc71933366,2
stead_event_02093,nc71935291,1
stead_event_02094,nc71964200,1
stead_event_02095,nc71966580,3
stead_event_02097,nc71980625,1
stead_event_02098,nc71984641,3
stead_event_02099,nc72031260,2
stead_event_02100,nc72113080,1
stead_event_02102,nc72177791,5
stead_event_02107,nc71805301,2
stead_event_02108,nc71805701,3
stead_event_02110,nc71813076,5
stead_event_02111,nc71832301,2
stead_event_02113,nc71860050,5
stead_event_02114,nc71871740,4
stead_event_02115,nc71874555,2
stead_event_02117,nc71914646,2
stead_event_02118,nc71916671,2
stead_event_02120,nc71924401,5
stead_event_02121,nc71933366,2
stead_event_02122,nc71960345,4
stead_event_02123,nc71968790,1
stead_event_02125,nc71976605,3
stead_event_02127,nc72016695,5
stead_event_02129,nc72029235,3
stead_event_02130,nc72039811,1
stead_event_02131,nc72046881,3
stead_event_02132,nc72083941,2
stead_event_02133,nc72089726,4
stead_event_02134,nc72090601,4
stead_event_02135,nc72099826,4
stead_event_02137,nc72143896,4
stead_event_02139,nc72144000,1
stead_event_02140,nc72160116,4
stead_event_02141,nc72173701,5
stead_event_02142,nc72177791,5
stead_event_02143,nc72297461,5
stead_event_02144,nc72507256,2
stead_event_02145,nc72938116,2
stead_event_02146,10902223,1
stead_event_02148,nc71827401,5
stead_event_02150,nc71873160,2
stead_event_02151,nc71924341,3
stead_event_02152,nc71935341,3
stead_event_02153,nc72044591,2
stead_event_02154,nc72046216,3
stead_event_02155,nc72129776,4
stead_event_02156,nc72129776,4
stead_event_02158,nc72167161,5
stead_event_02159,nc72418550,3
stead_event_02163,nc71827401,5
stead_event_02166,nc71865625,5
stead_event_02167,nc71935341,3
stead_event_02168,nc71962570,1
stead_event_02172,nc72044591,2
stead_event_02174,nc72121135,2
stead_event_02175,nc72167161,5
stead_event_02176,nc72601150,3
stead_event_02178,nc71774550,2
stead_event_02179,nc71797341,1
stead_event_02180,nc71827401,5
stead_event_02182,nc71909141,4
stead_event_02183,nc71929246,5
stead_event_02189,nc72044151,5
stead_event_02190,nc72067636,3
stead_event_02192,nc72129776,4
stead_event_02193,nc72129776,4
stead_event_02194,nc72132601,1
stead_event_02195,nc72165381,3
stead_event_02196,nc72167161,5
stead_event_02201,nc71865625,5
stead_event_02202,nc71935341,3
stead_event_02203,nc71975280,3
stead_event_02206,nc72046216,3
stead_event_02209,nc72121135,2
stead_event_02210,nc72165381,3
stead_event_02211,nc72167161,5
stead_event_02212,nc72601150,3
stead_event_02217,nc71873160,2
stead_event_02218,nc71924341,3
stead_event_02222,nc72044591,2
stead_event_02223,nc72129776,4
stead_event_02224,nc72129776,4
stead_event_02225,nc72165381,3
stead_event_02226,nc72167161,5
stead_event_02227,nc72418550,3
stead_event_02229,nc71924341,3
stead_event_02230,nc72067636,3
stead_event_02231,nc72129776,4
stead_event_02232,nc72129776,4
stead_event_02233,nc72167161,5
