source_id,historical_roles,corrected_role,historical_train,historical_val,historical_test
ak11184848,train|test,train,True,False,True
ak16669887,train,test,True,False,False
ak16834332,train,test,True,False,False
ak16903599,train,val,True,False,False
ak16943471,train,train,True,False,False
ak17134644,train|test,train,True,False,True
ak17149379,test,train,False,False,True
ak17153768,train,train,True,False,False
ak17211585,train,test,True,False,False
ak17604572,train,val,True,False,False
ak17974472,train,train,True,False,False
ak18057488,train,train,True,False,False
ak18378155,train|val,train,True,True,False
ak18393877,test,train,False,False,True
ak18567491,train|val,train,True,True,False
ak18740223,train|val,train,True,True,False
ak19111454,train|val,test,True,True,False
ak19299578,train,train,True,False,False
ak19702124,train|test,train,True,False,True
ak19771635,val,train,False,True,False
ak19772475,train,val,True,False,False
ak19796406,test,train,False,False,True
ak19967527,train,train,True,False,False
ci10276465,train,train,True,False,False
ci10279289,train,test,True,False,False
ci11209170,train,test,True,False,False
ci11243394,train,train,True,False,False
ci11244474,train,train,True,False,False
ci11284746,train,train,True,False,False
ci11338050,train,train,True,False,False
ci11344834,val,val,False,True,False
ci11414410,train,train,True,False,False
ci14938052,train,test,True,False,False
ci14981444,train,test,True,False,False
ci15152793,test,val,False,False,True
ci15180441,train,train,True,False,False
ci15190441,train,train,True,False,False
ci15195785,test,train,False,False,True
ci15237281,train,test,True,False,False
ci15237345,train,val,True,False,False
ci15243105,train,train,True,False,False
ci15245897,test,val,False,False,True
ci15394457,train,train,True,False,False
ci15396745,train,train,True,False,False
ci15471641,train,train,True,False,False
ci15476409,val,val,False,True,False
hv60911911,train,train,True,False,False
hv60923081,train,train,True,False,False
hv60924946,test,train,False,False,True
hv60964161,train,train,True,False,False
hv60964166,val,train,False,True,False
hv60967326,train,train,True,False,False
hv60968786,train,train,True,False,False
hv60984166,train,train,True,False,False
hv60986476,train,train,True,False,False
hv60989531,train,train,True,False,False
hv60996411,train,train,True,False,False
hv61004481,train|val,val,True,True,False
hv61010506,train|val,train,True,True,False
hv61010731,train,train,True,False,False
hv61023526,train|val,train,True,True,False
hv61067901,train,val,True,False,False
hv61128081,train,test,True,False,False
hv61190256,train|test,train,True,False,True
hv61190896,train|test,val,True,False,True
hv61199221,train|test,val,True,False,True
hv61222466,train,test,True,False,False
hv61231421,train,val,True,False,False
hv61238131,train|test,train,True,False,True
hv61245221,train,train,True,False,False
hv61253396,val,train,False,True,False
hv61293831,test,val,False,False,True
hv61404066,train|test,train,True,False,True
hv61408361,train,train,True,False,False
hv61414371,train|val,test,True,True,False
hv61430876,train,train,True,False,False
hv61431046,train,train,True,False,False
hv61437156,train|val,train,True,True,False
hv61468921,train|val,test,True,True,False
hv61496121,train,train,True,False,False
hv61519276,train,val,True,False,False
hv61522431,test,val,False,False,True
hv61534221,train,val,True,False,False
hv61542831,train,train,True,False,False
hv61553736,train,train,True,False,False
hv61568526,train|test,train,True,False,True
hv61609331,train,val,True,False,False
hv61623346,test,train,False,False,True
hv61623926,train,train,True,False,False
hv61630461,train,test,True,False,False
hv61631096,train|test,train,True,False,True
hv61631916,train|val,test,True,True,False
hv61636536,train|val,train,True,True,False
hv61658456,train,train,True,False,False
hv61672961,train|val,train,True,True,False
hv61684426,val|test,train,False,True,True
hv61713526,train,train,True,False,False
hv61713536,train,train,True,False,False
hv61715021,train,train,True,False,False
hv61720621,train|val,test,True,True,False
hv61765531,train,test,True,False,False
hv61766326,train,train,True,False,False
hv61766891,train,val,True,False,False
hv61804466,train|val,train,True,True,False
hv61815751,test,val,False,False,True
hv61866736,train|test,train,True,False,True
hv61894361,train,test,True,False,False
hv61916496,test,train,False,False,True
hv61955131,train,val,True,False,False
hv61971871,train|test,train,True,False,True
hv61972721,val|test,val,False,True,True
hv62006361,train,train,True,False,False
hv62007486,train|test,train,True,False,True
hv62014031,train,train,True,False,False
hv62015441,train,train,True,False,False
hv62016421,test,train,False,False,True
hv70021937,val,train,False,True,False
hv70044062,test,val,False,False,True
hv70088721,train,train,True,False,False
hv70104051,val,val,False,True,False
hv70112676,val,train,False,True,False
hv70118556,test,train,False,False,True
hv70244357,train,train,True,False,False
hv70249957,train,train,True,False,False
hv70259221,train|test,train,True,False,True
hv70261612,train,train,True,False,False
hv70264616,train,train,True,False,False
hv70264911,train,val,True,False,False
hv70267506,train,train,True,False,False
hv70268561,train,train,True,False,False
hv70274351,train,train,True,False,False
hv70278546,train,test,True,False,False
hv70282066,train,train,True,False,False
hv70284886,train,val,True,False,False
hv70284971,train,train,True,False,False
hv70288751,val,val,False,True,False
hv70291961,train,train,True,False,False
hv70296771,train,test,True,False,False
hv70301106,train,train,True,False,False
hv70304606,val,train,False,True,False
hv70313911,train,test,True,False,False
hv70326671,train,train,True,False,False
hv70329746,train,train,True,False,False
hv70331371,train,train,True,False,False
hv70331796,train,val,True,False,False
hv70332396,train,test,True,False,False
hv70337366,train,train,True,False,False
hv70340691,train,train,True,False,False
hv70341951,val,train,False,True,False
hv70343071,test,train,False,False,True
hv70348236,train,train,True,False,False
hv70360151,train,val,True,False,False
hv70367701,val,train,False,True,False
hv70368831,train,test,True,False,False
hv70368966,train,test,True,False,False
hv70373191,train,train,True,False,False
hv70374286,train,train,True,False,False
hv70381101,test,val,False,False,True
hv70385946,train,train,True,False,False
hv70395916,test,train,False,False,True
hv70396376,train,train,True,False,False
hv70397131,train,train,True,False,False
hv70397626,val,train,False,True,False
hv70413467,train,test,True,False,False
hv70416522,train,train,True,False,False
hv70420532,train,train,True,False,False
hv70423887,train,train,True,False,False
hv70429722,train,train,True,False,False
hv70442527,train,train,True,False,False
hv70444457,train,test,True,False,False
hv70447517,val,train,False,True,False
hv70447632,train,train,True,False,False
hv70448697,train,train,True,False,False
hv70451057,test,train,False,False,True
hv70461537,val,train,False,True,False
hv70475557,train,train,True,False,False
hv70476007,train,test,True,False,False
hv70478657,train,train,True,False,False
hv70494242,train,train,True,False,False
hv70497302,train,train,True,False,False
hv70503637,train,train,True,False,False
ld60020703,train,train,True,False,False
ld60047501,train,test,True,False,False
nc71531400,train,test,True,False,False
nc71585170,val,train,False,True,False
nc71603185,test,train,False,False,True
nc71652571,train,train,True,False,False
nc71654676,train,train,True,False,False
nc71676146,train|val,val,True,True,False
nc71772655,test,train,False,False,True
nc71774550,train,train,True,False,False
nc71777145,train,test,True,False,False
nc71778210,train,test,True,False,False
nc71778655,train,train,True,False,False
nc71779090,train,train,True,False,False
nc71783871,train,train,True,False,False
nc71784316,train,train,True,False,False
nc71788691,train|test,train,True,False,True
nc71789946,train|test,train,True,False,True
nc71790466,train|val|test,test,True,True,True
nc71793886,train,train,True,False,False
nc71795396,train|val|test,test,True,True,True
nc71795776,val,train,False,True,False
nc71795781,val|test,test,False,True,True
nc71797161,train|test,val,True,False,True
nc71797341,train,train,True,False,False
nc71799186,train,train,True,False,False
nc71800371,test,train,False,False,True
nc71804565,train,train,True,False,False
nc71805301,train,train,True,False,False
nc71805701,train,train,True,False,False
nc71811071,train|val,train,True,True,False
nc71811121,train,train,True,False,False
nc71812536,val,val,False,True,False
nc71813076,train|val,train,True,True,False
nc71815561,train,val,True,False,False
nc71815591,val,train,False,True,False
nc71819331,train|test,val,True,False,True
nc71822636,train|test,train,True,False,True
nc71825011,val,val,False,True,False
nc71827401,train,train,True,False,False
nc71829596,train,test,True,False,False
nc71831291,train|val,train,True,True,False
nc71832046,train,train,True,False,False
nc71832301,train,train,True,False,False
nc71835625,train,test,True,False,False
nc71837016,train,train,True,False,False
nc71837896,test,train,False,False,True
nc71838070,train,train,True,False,False
nc71839165,test,test,False,False,True
nc71839170,val,val,False,True,False
nc71839580,train,val,True,False,False
nc71840145,train|val|test,val,True,True,True
nc71842080,train,train,True,False,False
nc71842255,val|test,train,False,True,True
nc71842260,train|val|test,val,True,True,True
nc71845790,train,train,True,False,False
nc71845805,train,train,True,False,False
nc71846085,train,train,True,False,False
nc71848245,train,val,True,False,False
nc71852850,train,train,True,False,False
nc71856200,train,val,True,False,False
nc71858955,train,train,True,False,False
nc71859610,test,train,False,False,True
nc71860050,train|test,train,True,False,True
nc71864110,train,test,True,False,False
nc71865625,train,train,True,False,False
nc71865635,train,train,True,False,False
nc71871740,train|val,train,True,True,False
nc71872340,train,train,True,False,False
nc71873160,train,train,True,False,False
nc71873180,train,train,True,False,False
nc71873265,train,train,True,False,False
nc71874555,train|val,train,True,True,False
nc71888511,val|test,val,False,True,True
nc71889591,train,train,True,False,False
nc71890486,train,train,True,False,False
nc71892581,train|test,test,True,False,True
nc71897156,val,train,False,True,False
nc71898316,train,train,True,False,False
nc71898326,test,train,False,False,True
nc71899071,train,train,True,False,False
nc71903411,train|val,train,True,True,False
nc71907486,train,val,True,False,False
nc71907836,train,train,True,False,False
nc71908916,train,train,True,False,False
nc71909141,val,train,False,True,False
nc71912466,train,train,True,False,False
nc71913836,train,train,True,False,False
nc71914151,train,train,True,False,False
nc71914646,train,train,True,False,False
nc71916671,train,train,True,False,False
nc71917146,train|test,train,True,False,True
nc71918476,train|test,train,True,False,True
nc71919066,train,val,True,False,False
nc71919551,train,test,True,False,False
nc71921091,train,train,True,False,False
nc71922126,train,train,True,False,False
nc71924146,train,test,True,False,False
nc71924341,train|val|test,train,True,True,True
nc71924401,train,train,True,False,False
nc71926601,val,train,False,True,False
nc71929246,train,train,True,False,False
nc71929426,train,train,True,False,False
nc71933366,train,train,True,False,False
nc71935291,train,train,True,False,False
nc71935341,train|val,train,True,True,False
nc71937430,train|val|test,val,True,True,True
nc71938025,train,test,True,False,False
nc71938215,train,val,True,False,False
nc71940295,train|val,val,True,True,False
nc71942075,train,train,True,False,False
nc71946770,train,train,True,False,False
nc71947725,train,train,True,False,False
nc71947735,train|test,train,True,False,True
nc71951230,train,test,True,False,False
nc71952505,train,train,True,False,False
nc71957995,train,train,True,False,False
nc71959665,train,test,True,False,False
nc71960345,test,train,False,False,True
nc71960760,train,train,True,False,False
nc71960855,train|val,train,True,True,False
nc71962080,train|test,train,True,False,True
nc71962570,train,train,True,False,False
nc71964200,train,train,True,False,False
nc71966580,test,train,False,False,True
nc71967375,train|test,train,True,False,True
nc71968695,train|test,train,True,False,True
nc71968790,train|test,train,True,False,True
nc71970585,train,val,True,False,False
nc71972105,train,train,True,False,False
nc71973570,train|val,val,True,True,False
nc71975280,test,train,False,False,True
nc71976060,train|val,train,True,True,False
nc71976605,val,train,False,True,False
nc71977970,train|val,test,True,True,False
nc71979765,val,train,False,True,False
nc71980360,train|val,test,True,True,False
nc71980370,train,test,True,False,False
nc71980445,train,train,True,False,False
nc71980540,train|test,train,True,False,True
nc71980625,train,train,True,False,False
nc71984616,train,val,True,False,False
nc71984641,train|test,train,True,False,True
nc71988991,train,val,True,False,False
nc71989086,train|test,val,True,False,True
nc71989571,train,train,True,False,False
nc71992936,train|val,train,True,True,False
nc71993641,train|val,train,True,True,False
nc71993646,train|val|test,val,True,True,True
nc71993701,train,train,True,False,False
nc71994086,train,train,True,False,False
nc71996146,train|test,val,True,False,True
nc72000566,train,test,True,False,False
nc72002511,train|val,train,True,True,False
nc72002806,train,test,True,False,False
nc72004760,train,train,True,False,False
nc72005340,val,train,False,True,False
nc72007890,train,train,True,False,False
nc72009445,train,val,True,False,False
nc72011795,train|test,test,True,False,True
nc72014295,train,val,True,False,False
nc72015000,train|test,val,True,False,True
nc72015675,train,train,True,False,False
nc72015785,train,val,True,False,False
nc72016695,val,train,False,True,False
nc72016725,train,train,True,False,False
nc72017985,train,train,True,False,False
nc72018865,train|val,train,True,True,False
nc72019750,train,test,True,False,False
nc72020150,train|val,val,True,True,False
nc72021855,train,train,True,False,False
nc72021945,train|val,val,True,True,False
nc72024865,train,val,True,False,False
nc72029235,train,train,True,False,False
nc72029540,train|val,train,True,True,False
nc72030500,train,train,True,False,False
nc72031260,val,train,False,True,False
nc72036165,train|test,train,True,False,True
nc72039811,train,train,True,False,False
nc72040786,train,test,True,False,False
nc72041011,train,val,True,False,False
nc72044151,train,train,True,False,False
nc72044591,train|test,train,True,False,True
nc72045881,train,test,True,False,False
nc72046216,train,train,True,False,False
nc72046281,train|test,test,True,False,True
nc72046881,train,train,True,False,False
nc72046966,train|test,train,True,False,True
nc72049236,val,train,False,True,False
nc72052066,train|test,train,True,False,True
nc72052071,train|test,val,True,False,True
nc72052081,train|val,test,True,True,False
nc72054076,train|val,train,True,True,False
nc72055081,train|test,train,True,False,True
nc72056176,train|test,val,True,False,True
nc72059836,train,train,True,False,False
nc72063466,train,test,True,False,False
nc72063471,train|test,train,True,False,True
nc72066376,train|val,test,True,True,False
nc72067531,test,train,False,False,True
nc72067636,train|val,train,True,True,False
nc72070096,val,train,False,True,False
nc72075946,train,train,True,False,False
nc72076146,train,train,True,False,False
nc72076716,train,val,True,False,False
nc72080926,train|val,train,True,True,False
nc72081146,val,test,False,True,False
nc72083511,train|test,train,True,False,True
nc72083516,train|test,train,True,False,True
nc72083941,test,train,False,False,True
nc72089726,train,train,True,False,False
nc72090371,train,train,True,False,False
nc72090601,train|val,train,True,True,False
nc72094651,val,val,False,True,False
nc72095851,train|val,train,True,True,False
nc72096591,train|val|test,train,True,True,True
nc72099381,train|val,train,True,True,False
nc72099826,train|val|test,train,True,True,True
nc72100381,train,val,True,False,False
nc72101246,train,train,True,False,False
nc72101266,train,val,True,False,False
nc72102971,train,val,True,False,False
nc72104256,train,test,True,False,False
nc72105586,train,train,True,False,False
nc72107726,train,train,True,False,False
nc72108751,train|test,val,True,False,True
nc72109096,train|val,train,True,True,False
nc72109551,val,train,False,True,False
nc72109965,train,train,True,False,False
nc72110711,train,val,True,False,False
nc72112395,train,train,True,False,False
nc72113065,train,train,True,False,False
nc72113080,train,train,True,False,False
nc72113545,train,train,True,False,False
nc72114295,train|val|test,train,True,True,True
nc72116145,train|val,train,True,True,False
nc72121000,train|val,test,True,True,False
nc72121135,train|val,train,True,True,False
nc72121355,train,test,True,False,False
nc72121360,train,test,True,False,False
nc72122005,train,train,True,False,False
nc72122010,train|val,train,True,True,False
nc72125676,train,train,True,False,False
nc72125816,train,train,True,False,False
nc72125851,train,val,True,False,False
nc72128376,train,train,True,False,False
nc72129776,train|val|test,train,True,True,True
nc72131076,train,val,True,False,False
nc72132331,train|val|test,val,True,True,True
nc72132601,test,train,False,False,True
nc72134626,train|val|test,test,True,True,True
nc72135571,val,test,False,True,False
nc72138761,train,train,True,False,False
nc72138821,train,val,True,False,False
nc72140381,train,train,True,False,False
nc72142395,train|test,val,True,False,True
nc72142850,train|test,test,True,False,True
nc72143400,val,test,False,True,False
nc72143896,val|test,train,False,True,True
nc72144000,train,train,True,False,False
nc72144950,train|val,train,True,True,False
nc72147535,train|test,val,True,False,True
nc72157001,train|val|test,train,True,True,True
nc72160116,test,train,False,False,True
nc72165381,train|val|test,train,True,True,True
nc72167161,train|test,train,True,False,True
nc72170726,train,train,True,False,False
nc72172016,train,train,True,False,False
nc72172021,train,train,True,False,False
nc72173701,train,train,True,False,False
nc72174681,test,val,False,False,True
nc72177611,train,test,True,False,False
nc72177626,train|test,train,True,False,True
nc72177791,train|test,train,True,False,True
nc72177996,train,train,True,False,False
nc72180476,train,val,True,False,False
nc72181116,train|val,train,True,True,False
nc72181141,train|val,train,True,True,False
nc72181796,train,train,True,False,False
nc72182001,val,val,False,True,False
nc72184436,train,test,True,False,False
nc72185141,train|test,train,True,False,True
nc72185210,train|val,train,True,True,False
nc72185936,train|val,train,True,True,False
nc72187661,val|test,train,False,True,True
nc72187681,train,train,True,False,False
nc72187796,train|val|test,train,True,True,True
nc72187831,train|test,train,True,False,True
nc72187851,train|val,train,True,True,False
nc72187866,train|val|test,train,True,True,True
nc72187995,train,train,True,False,False
nc72188301,train,train,True,False,False
nc72188586,train|val,train,True,True,False
nc72188626,val,train,False,True,False
nc72189095,train,train,True,False,False
nc72189495,val,train,False,True,False
nc72190295,train,train,True,False,False
nc72191860,train,test,True,False,False
nc72191880,train,train,True,False,False
nc72202190,train|val,train,True,True,False
nc72247896,train,test,True,False,False
nc72291981,val,train,False,True,False
nc72297461,train,train,True,False,False
nc72369331,train,val,True,False,False
nc72388026,val,test,False,True,False
nc72393471,test,train,False,False,True
nc72418550,train|test,train,True,False,True
nc72499496,train|val,train,True,True,False
nc72507256,train,train,True,False,False
nc72516481,train|val,test,True,True,False
nc72556736,val,train,False,True,False
nc72570351,val,train,False,True,False
nc72601150,train,train,True,False,False
nc72667156,train,train,True,False,False
nc72768511,train,train,True,False,False
nc72938116,train,train,True,False,False
nc72947676,train|val,test,True,True,False
nm60160937,val,train,False,True,False
nm610425,val,train,False,True,False
nn00253964,test,test,False,False,True
nn00410486,test,train,False,False,True
pr2018175002,train|val,train,True,True,False
uw10816778,test,train,False,False,True
uw10819223,train,train,True,False,False
uw60394672,train,train,True,False,False
uw60532637,train,train,True,False,False
uw60725606,train,train,True,False,False
uw60952487,test,train,False,False,True
uw61045737,train,test,True,False,False
uw61267487,val,train,False,True,False
