event_id,verified_source_id,historical_role,corrected_role,p_status,s_status,both_manual,station_key,historical_source_roles,source_historical_train_or_val
stead_event_00545,hv61067901,train,val,manual,manual,True,HV.ALEP,train,True
stead_event_00546,hv61190256,train,train,manual,manual,True,HV.ALEP,train|test,True
stead_event_00547,hv61190896,train,val,manual,manual,True,HV.ALEP,train|test,True
stead_event_00548,hv61199221,train,val,manual,manual,True,HV.ALEP,train|test,True
stead_event_00549,hv61253396,val,train,autopicker,autopicker,False,HV.ALEP,val,True
stead_event_00550,hv61408361,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00551,hv61468921,val,test,manual,manual,True,HV.ALEP,train|val,True
stead_event_00552,hv61542831,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00553,hv61553736,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00554,hv61568526,test,train,manual,manual,True,HV.ALEP,train|test,True
stead_event_00555,hv61609331,train,val,manual,manual,True,HV.ALEP,train,True
stead_event_00556,hv61623926,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00557,hv61631096,train,train,manual,manual,True,HV.ALEP,train|test,True
stead_event_00558,hv61636536,val,train,manual,manual,True,HV.ALEP,train|val,True
stead_event_00559,hv61658456,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00560,hv61684426,val,train,manual,manual,True,HV.ALEP,val|test,True
stead_event_00561,hv61713536,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00562,hv61715021,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00563,hv61720621,train,test,manual,manual,True,HV.ALEP,train|val,True
stead_event_00564,hv61765531,train,test,manual,manual,True,HV.ALEP,train,True
stead_event_00565,hv61766326,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00566,hv61804466,train,train,autopicker,autopicker,False,HV.ALEP,train|val,True
stead_event_00567,hv61894361,train,test,manual,manual,True,HV.ALEP,train,True
stead_event_00568,hv61916496,test,train,manual,manual,True,HV.ALEP,test,False
stead_event_00569,hv61955131,train,val,manual,manual,True,HV.ALEP,train,True
stead_event_00570,hv61971871,train,train,manual,manual,True,HV.ALEP,train|test,True
stead_event_00571,hv61972721,val,val,manual,manual,True,HV.ALEP,val|test,True
stead_event_00572,hv62007486,train,train,manual,manual,True,HV.ALEP,train|test,True
stead_event_00573,hv62015441,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00574,hv62016421,test,train,manual,manual,True,HV.ALEP,test,False
stead_event_00575,hv70044062,test,val,manual,manual,True,HV.ALEP,test,False
stead_event_00576,hv70261612,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00577,hv70259221,test,train,autopicker,autopicker,False,HV.ALEP,train|test,True
stead_event_00578,hv70282066,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00579,hv70331371,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00580,hv70368831,train,test,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00581,hv70381101,test,val,autopicker,autopicker,False,HV.ALEP,test,False
stead_event_00582,hv70396376,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00583,hv70397131,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00584,hv70442527,train,train,manual,manual,True,HV.ALEP,train,True
stead_event_00585,hv70476007,train,test,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00586,hv70478657,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00587,hv70494242,train,train,autopicker,autopicker,False,HV.ALEP,train,True
stead_event_00588,14342475,train,train,manual,manual,True,PO.ALFO,train,True
stead_event_00589,17239997,train,train,manual,manual,True,PO.ALFO,train,True
stead_event_00590,17239997,train,train,manual,manual,True,PO.ALFO,train,True
stead_event_00591,ld60020703,train,train,manual,manual,True,PO.ALFO,train,True
stead_event_00592,13340194,train,val,manual,manual,True,HT.ALN,train,True
stead_event_00593,13340404,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00594,11476230,test,val,manual,manual,True,HT.ALN,test,False
stead_event_00595,11623383,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00596,11623393,train,val,manual,manual,True,HT.ALN,train,True
stead_event_00597,11476523,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00598,14189537,train,val,manual,manual,True,HT.ALN,train,True
stead_event_00599,13434868,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00600,13435678,train,val,manual,manual,True,HT.ALN,train,True
stead_event_00601,13839847,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00602,13840180,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00603,13840303,train,val,manual,manual,True,HT.ALN,train,True
stead_event_00604,14752115,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00605,600871496,train,val,manual,autopicker,False,HT.ALN,train,True
stead_event_00606,600014713,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00607,600928898,train,val,manual,manual,True,HT.ALN,train,True
stead_event_00608,600928903,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00609,600928972,train,test,manual,manual,True,HT.ALN,train,True
stead_event_00610,601824235,train,test,autopicker,autopicker,False,HT.ALN,train,True
stead_event_00611,601253049,val,test,manual,manual,True,HT.ALN,val,True
stead_event_00612,601264215,train,train,autopicker,autopicker,False,HT.ALN,train,True
stead_event_00613,604021892,train,val,manual,manual,True,HT.ALN,train|test,True
stead_event_00614,604021892,test,val,manual,manual,True,HT.ALN,train|test,True
stead_event_00615,603940325,test,train,autopicker,manual,False,HT.ALN,test,False
stead_event_00616,605117423,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00617,605117423,train,train,manual,manual,True,HT.ALN,train,True
stead_event_00618,604500852,val,test,manual,manual,True,HT.ALN,val,True
stead_event_00619,604500852,val,test,manual,manual,True,HT.ALN,val,True
stead_event_00620,604501047,train,test,manual,manual,True,HT.ALN,train,True
stead_event_00621,604501047,train,test,manual,manual,True,HT.ALN,train,True
stead_event_00622,604501047,train,test,manual,manual,True,HT.ALN,train,True
stead_event_00623,ci15237281,train,test,manual,manual,True,CI.ALP,train,True
stead_event_00624,ci15237345,train,val,manual,manual,True,CI.ALP,train,True
stead_event_00625,ci15243105,train,train,manual,manual,True,CI.ALP,train,True
stead_event_00626,ci11243394,train,train,automatic,manual,False,CI.ALP,train,True
stead_event_00627,ci11244474,train,train,automatic,manual,False,CI.ALP,train,True
stead_event_00628,ci11284746,train,train,manual,manual,True,CI.ALP,train,True
stead_event_00629,ci11284746,train,train,automatic,automatic,False,CI.ALP,train,True
stead_event_00630,ci11344834,val,val,manual,manual,True,CI.ALP,val,True
stead_event_00631,ci15394457,train,train,automatic,automatic,False,CI.ALP,train,True
stead_event_00632,ci15471641,train,train,automatic,automatic,False,CI.ALP,train,True
stead_event_00633,ci15476409,val,val,automatic,manual,False,CI.ALP,val,True
stead_event_00634,nn00253964,test,test,manual,manual,True,SN.AMD,test,False
stead_event_00635,nn00410486,test,train,manual,manual,True,SN.AMD,test,False
stead_event_00636,13388254,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00637,13681341,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00638,15636079,train,val,manual,manual,True,AV.AMKA,train,True
stead_event_00639,15636474,train,val,manual,manual,True,AV.AMKA,train,True
stead_event_00640,15636841,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00641,15010516,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00642,ak010cv38nkc,train,train,autopicker,autopicker,False,AV.AMKA,train,True
stead_event_00643,ak010dlmuw84,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00644,15809590,train,test,manual,manual,True,AV.AMKA,train,True
stead_event_00645,15919371,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00646,15895568,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00647,16151474,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00648,16151474,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00649,ak011xffbnc,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00650,ak012a7hvq61,train,test,automatic,manual,False,AV.AMKA,train,True
stead_event_00651,601710309,test,val,manual,autopicker,False,AV.AMKA,train|test,True
stead_event_00652,601710309,train,val,manual,autopicker,False,AV.AMKA,train|test,True
stead_event_00653,601736119,train,val,manual,manual,True,AV.AMKA,train|test,True
stead_event_00654,601736119,test,val,manual,manual,True,AV.AMKA,train|test,True
stead_event_00655,605136064,val,val,manual,manual,True,AV.AMKA,val,True
stead_event_00656,605416616,train,val,manual,manual,True,AV.AMKA,train,True
stead_event_00657,606510940,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00658,606510940,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00659,606510940,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00660,606510940,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00661,606932485,val,test,manual,manual,True,AV.AMKA,train|val,True
stead_event_00662,606932485,train,test,manual,manual,True,AV.AMKA,train|val,True
stead_event_00663,606932485,train,test,manual,manual,True,AV.AMKA,train|val,True
stead_event_00664,606730337,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00665,606730337,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00666,606933767,train,train,manual,autopicker,False,AV.AMKA,train,True
stead_event_00667,606933767,train,train,manual,autopicker,False,AV.AMKA,train,True
stead_event_00668,606939528,train,train,autopicker,manual,False,AV.AMKA,train|test,True
stead_event_00669,606939528,test,train,autopicker,manual,False,AV.AMKA,train|test,True
stead_event_00670,606962351,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00671,606962351,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00672,606962351,train,train,manual,manual,True,AV.AMKA,train,True
stead_event_00673,607182209,train,val,manual,manual,True,AV.AMKA,train,True
stead_event_00674,607182209,train,val,manual,manual,True,AV.AMKA,train,True
stead_event_00675,607182209,train,val,manual,manual,True,AV.AMKA,train,True
stead_event_00676,13680032,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00677,13680045,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00678,13763978,train,test,manual,manual,True,HP.AMT,train,True
stead_event_00679,13548900,val,test,manual,manual,True,HP.AMT,val,True
stead_event_00680,14092080,test,val,manual,manual,True,HP.AMT,test,False
stead_event_00681,13908839,train,val,manual,manual,True,HP.AMT,train,True
stead_event_00682,17146674,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00683,14322930,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00684,14757199,test,train,manual,autopicker,False,HP.AMT,train|test,True
stead_event_00685,14757199,train,train,manual,manual,True,HP.AMT,train|test,True
stead_event_00686,14757388,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00687,14757389,test,train,manual,manual,True,HP.AMT,test,False
stead_event_00688,14757396,test,test,manual,manual,True,HP.AMT,test,False
stead_event_00689,14630602,val,train,manual,manual,True,HP.AMT,val,True
stead_event_00690,14757470,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00691,14757473,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00692,14757480,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00693,14731012,test,train,manual,manual,True,HP.AMT,test,False
stead_event_00694,16140997,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00695,16141135,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00696,16336935,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00697,15218471,val,train,manual,manual,True,HP.AMT,val,True
stead_event_00698,600226145,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00699,16021240,train,test,manual,manual,True,HP.AMT,train,True
stead_event_00700,16871596,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00701,16397336,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00702,16397336,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00703,17497818,train,train,manual,autopicker,False,HP.AMT,train|val,True
stead_event_00704,17497818,val,train,manual,autopicker,False,HP.AMT,train|val,True
stead_event_00705,600085142,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00706,600085142,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00707,17491143,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00708,600085210,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00709,600845610,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00710,600845610,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00711,601215939,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00712,602860109,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00713,602860109,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00714,602860115,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00715,602860115,train,train,manual,autopicker,False,HP.AMT,train,True
stead_event_00716,602860115,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00717,602860115,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00718,602860175,test,test,manual,manual,True,HP.AMT,train|test,True
stead_event_00719,602860175,train,test,manual,manual,True,HP.AMT,train|test,True
stead_event_00720,602758695,val,val,manual,manual,True,HP.AMT,train|val,True
stead_event_00721,602758695,train,val,manual,manual,True,HP.AMT,train|val,True
stead_event_00722,603806943,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00723,603806943,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00724,603757041,val,train,manual,manual,True,HP.AMT,train|val,True
stead_event_00725,603757041,train,train,manual,manual,True,HP.AMT,train|val,True
stead_event_00726,603918277,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00727,603918277,train,train,manual,manual,True,HP.AMT,train,True
stead_event_00728,605136099,train,val,manual,autopicker,False,HP.AMT,train,True
stead_event_00729,ak17149379,test,train,autopicker,autopicker,False,AV.ANCK,test,False
stead_event_00730,ak19299578,train,train,manual,manual,True,AV.ANCK,train,True
stead_event_00731,ak19771635,val,train,manual,manual,True,AV.ANCK,val,True
stead_event_00732,ak19796406,test,train,autopicker,autopicker,False,AV.ANCK,test,False
stead_event_00733,584213,train,train,autopicker,autopicker,False,DK.ANGG,train,True
stead_event_00734,572214,val,train,autopicker,autopicker,False,DK.ANGG,val,True
stead_event_00735,681256,test,val,autopicker,autopicker,False,DK.ANGG,test,False
stead_event_00736,ak0128go1thk,train,train,manual,manual,True,AK.ANM,train,True
stead_event_00737,ak19772475,train,val,autopicker,autopicker,False,AK.ANM,train,True
stead_event_00738,ak010fkzp8oa,val,train,manual,manual,True,AV.ANON,val,True
stead_event_00739,16501894,train,train,autopicker,manual,False,KR.ANVS,train,True
stead_event_00740,603779201,val,test,manual,manual,True,KR.ANVS,train|val,True
stead_event_00741,603779201,train,test,manual,manual,True,KR.ANVS,train|val,True
stead_event_00742,606183937,val,train,manual,manual,True,KR.ANVS,train|val,True
stead_event_00743,606183937,train,train,manual,manual,True,KR.ANVS,train|val,True
stead_event_00744,606184834,train,train,manual,manual,True,KR.ANVS,train,True
stead_event_00745,606184834,train,train,manual,manual,True,KR.ANVS,train,True
stead_event_00746,606185115,val,train,manual,manual,True,KR.ANVS,val,True
stead_event_00747,604162156,train,train,manual,autopicker,False,KR.ANVS,train,True
stead_event_00748,604162156,train,train,manual,autopicker,False,KR.ANVS,train,True
stead_event_00749,606441677,train,train,manual,manual,True,KR.ANVS,train|test,True
stead_event_00750,606441677,test,train,manual,manual,True,KR.ANVS,train|test,True
stead_event_00751,606445199,train,train,manual,manual,True,KR.ANVS,train,True
stead_event_00752,13486552,train,train,manual,autopicker,False,CU.ANWB,train,True
stead_event_00753,11475823,val,train,manual,manual,True,CU.ANWB,val,True
stead_event_00754,13992335,train,train,manual,autopicker,False,CU.ANWB,train,True
stead_event_00755,11499509,train,train,manual,manual,True,IV.AOI,train|val,True
stead_event_00756,11930027,train,val,manual,manual,True,IV.AOI,train,True
stead_event_00757,12654261,train,train,manual,manual,True,IV.AOI,train,True
stead_event_00758,13894230,val,train,manual,manual,True,IV.AOI,train|val,True
stead_event_00759,14280628,train,train,manual,autopicker,False,IV.AOI,train,True
stead_event_00760,14710743,train,val,manual,manual,True,PR.AOPR,train,True
stead_event_00761,603389939,train,train,manual,manual,True,PR.AOPR,train|test,True
stead_event_00762,603389939,test,train,manual,manual,True,PR.AOPR,train|test,True
stead_event_00763,604441092,train,train,manual,manual,True,PR.AOPR,train,True
stead_event_00764,604441092,train,train,manual,autopicker,False,PR.AOPR,train,True
stead_event_00765,pr2018175002,train,train,manual,manual,True,PR.AOPR,train|val,True
stead_event_00766,11513664,test,val,manual,manual,True,HT.AOS,test,False
stead_event_00767,11513792,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00768,12950237,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00769,12950317,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00770,12921452,train,train,manual,autopicker,False,HT.AOS,train,True
stead_event_00771,12921611,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00772,12099640,test,train,manual,manual,True,HT.AOS,test,False
stead_event_00773,14711421,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00774,12099760,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00775,13397363,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00776,13397870,val,train,manual,manual,True,HT.AOS,train|val,True
stead_event_00777,13398232,train,test,manual,manual,True,HT.AOS,train,True
stead_event_00778,13398568,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00779,13400122,test,train,manual,manual,True,HT.AOS,test,False
stead_event_00780,13401455,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00781,14188990,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00782,14189018,test,train,manual,manual,True,HT.AOS,train|test,True
stead_event_00783,12084496,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00784,14190802,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00785,12742562,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00786,14302803,train,test,manual,autopicker,False,HT.AOS,train,True
stead_event_00787,14306260,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00788,14307050,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00789,14307897,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00790,15064792,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00791,14752238,test,train,manual,manual,True,HT.AOS,test,False
stead_event_00792,14752286,train,test,manual,manual,True,HT.AOS,train,True
stead_event_00793,14003856,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00794,14756457,train,val,manual,manual,True,HT.AOS,train,True
stead_event_00795,14756757,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00796,14756856,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00797,14757556,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00798,14994606,val,test,manual,manual,True,HT.AOS,val,True
stead_event_00799,16334312,train,val,manual,manual,True,HT.AOS,train,True
stead_event_00800,16334314,train,train,manual,manual,True,HT.AOS,train|val,True
stead_event_00801,16334314,val,train,manual,manual,True,HT.AOS,train|val,True
stead_event_00802,16334322,val,train,manual,manual,True,HT.AOS,val,True
stead_event_00803,16141447,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00804,601506109,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00805,601506109,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00806,602606103,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00807,602606103,train,train,manual,manual,True,HT.AOS,train,True
stead_event_00808,604648532,train,train,manual,manual,True,HT.AOS,train|test,True
stead_event_00809,604648532,test,train,manual,manual,True,HT.AOS,train|test,True
stead_event_00810,604650276,train,test,manual,manual,True,HT.AOS,train,True
stead_event_00811,605123511,train,test,manual,manual,True,HT.AOS,train,True
stead_event_00812,7493998,train,test,manual,autopicker,False,IV.APPI,train,True
stead_event_00813,10393297,test,test,manual,manual,True,IV.APPI,test,False
stead_event_00814,4146876,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00815,3862325,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00816,6949504,train,train,manual,autopicker,False,MN.AQU,train,True
stead_event_00817,7074224,train,train,manual,autopicker,False,MN.AQU,train,True
stead_event_00818,7136953,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00819,7417373,test,test,manual,autopicker,False,MN.AQU,test,False
stead_event_00820,7749969,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00821,8035894,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00822,8760967,train,train,manual,autopicker,False,MN.AQU,train,True
stead_event_00823,8106673,test,test,manual,autopicker,False,MN.AQU,test,False
stead_event_00824,8860171,val,val,manual,manual,True,MN.AQU,val,True
stead_event_00825,12951155,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00826,11163292,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00827,13900906,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00828,11713528,train,val,manual,autopicker,False,MN.AQU,train,True
stead_event_00829,11813801,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00830,12085160,test,test,manual,manual,True,MN.AQU,test,False
stead_event_00831,16194188,test,val,manual,manual,True,MN.AQU,test,False
stead_event_00832,12089196,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00833,16194199,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00834,16152433,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00835,16505265,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00836,16194207,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00837,14835824,test,val,manual,manual,True,MN.AQU,test,False
stead_event_00838,14835883,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00839,14835964,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00840,14835992,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00841,14835992,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00842,13903783,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00843,12576608,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00844,12576612,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00845,14836273,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00846,12576617,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00847,12576618,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00848,14836840,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00849,12579678,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00850,12576624,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00851,12576626,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00852,14836981,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00853,12576627,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00854,14837052,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00855,12576635,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00856,12576636,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00857,12576638,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00858,12934730,train,train,manual,autopicker,False,MN.AQU,train,True
stead_event_00859,12934730,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00860,12576640,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00861,16194279,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00862,12100599,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00863,12100605,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00864,12100760,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00865,12100760,train,val,manual,autopicker,False,MN.AQU,train,True
stead_event_00866,16194294,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00867,12100820,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00868,12103389,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00869,12742086,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00870,12105713,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00871,12105715,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00872,16194316,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00873,12742125,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00874,12105724,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00875,12105726,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00876,13903785,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00877,16194319,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00878,16194321,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00879,14839033,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00880,12576674,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00881,16194329,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00882,12576732,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00883,13438270,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00884,12742123,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00885,12578482,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00886,12578488,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00887,12578491,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00888,12742141,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00889,12579300,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00890,12579696,train,val,manual,manual,True,MN.AQU,train,True
stead_event_00891,12581806,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00892,12581808,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00893,12742170,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00894,16194344,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00895,12581811,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00896,14840528,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00897,12742180,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00898,16194346,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00899,12581884,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00900,16194358,val,test,manual,manual,True,MN.AQU,val,True
stead_event_00901,12582094,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00902,12582168,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00903,12582171,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00904,12582186,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00905,12582359,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00906,12582403,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00907,13438490,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00908,12582637,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00909,12582975,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00910,12583053,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00911,12583062,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00912,12583067,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00913,12583389,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00914,12590220,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00915,12590738,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00916,12590739,val,train,manual,manual,True,MN.AQU,val,True
stead_event_00917,12597518,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00918,12601060,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00919,12601066,train,test,manual,manual,True,MN.AQU,train,True
stead_event_00920,12601069,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00921,12609853,test,train,manual,manual,True,MN.AQU,test,False
stead_event_00922,14843868,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00923,12610906,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00924,12610907,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00925,12612931,train,train,manual,manual,True,MN.AQU,train,True
stead_event_00926,12638914,train,train,manual,manual,True,MN.AQU,train,True
